lat,lng,date
51.99697135001971, 4.323348845397184, 2017-01-14 11:10:10
52.153099573391174, 4.4991134262811645, 2017-09-08 20:36:47
52.14045298369628, 4.704041595367422, 2017-04-23 12:39:10
51.92498666193572, 4.623666395532003, 2016-06-23 11:24:37
52.03484053897952, 4.2753315211687815, 2018-03-24 14:01:51
52.24614302338829, 6.08270222093124, 2016-03-30 17:53:02
51.92193781652089, 4.49956411449298, 2016-02-03 00:41:51
51.563369536635925, 4.75812901115629, 2016-06-19 13:45:48
52.380573468187116, 4.873296367934041, 2016-08-19 22:25:00
52.16019899934455, 4.477347352177009, 2017-09-08 21:04:24
51.942169188586526, 4.570471697892845, 2016-06-23 06:01:01
51.284951514944154, 3.842931798683063, 2017-07-20 07:14:58
52.01452902083087, 4.72066240358374, 2016-12-30 13:51:37
52.09714468695383, 6.276026353569043, 2016-12-07 08:35:13
52.51200480829974, 4.698485636898665, 2016-07-11 09:15:36
51.901032801777305, 4.458009874770918, 2017-02-13 12:29:14
52.49449338125932, 5.458481984575694, 2018-03-09 03:29:27
52.24351533159263, 5.130494714407462, 2017-11-14 14:14:05
51.44186900326407, 5.502660154821796, 2016-06-13 18:16:07
52.05082034599717, 4.311846626620294, 2016-01-07 13:31:28
51.93419184653536, 5.924795905276146, 2016-05-30 18:08:54
52.077915797334626, 4.31088293231209, 2016-07-29 02:17:26
52.34457568371407, 4.842944254477997, 2017-09-01 14:00:30
52.08625939730972, 4.361888755414923, 2016-01-27 20:43:44
51.4370957385096, 4.949680732199907, 2017-11-12 03:08:44
52.05325029764049, 4.4982544043090105, 2016-04-06 18:00:20
52.063905955920326, 4.284352585763071, 2016-04-23 11:26:50
52.158645190750306, 4.492109546798141, 2017-09-17 12:49:06
52.072732460469595, 4.266906653691455, 2017-01-08 21:55:05
52.021555128720586, 4.535741350722146, 2016-09-23 20:31:42
51.83527546855993, 4.476728190945965, 2018-03-03 19:11:18
52.06279347363963, 4.315892493731235, 2017-12-24 22:12:13
52.19940170511025, 4.931064547222716, 2018-01-04 21:13:30
51.986475785656495, 5.940287984975336, 2018-03-01 18:09:42
52.07487069247359, 4.267560162709766, 2016-04-17 02:41:06
52.446425084289054, 4.670286980799392, 2016-04-27 01:11:27
52.01408403705607, 4.354933558677117, 2017-04-09 16:11:59
51.996580007600784, 4.666527832005037, 2018-01-02 11:21:19
51.89692106924984, 4.350474084382024, 2017-04-24 02:44:40
51.90187361742704, 4.465773968685696, 2017-04-22 21:27:21
52.07073210985071, 5.118258562567849, 2017-11-03 19:33:49
52.068550301412955, 4.310843628238069, 2017-09-03 06:43:44
51.99667800177923, 4.362335997985416, 2016-10-01 13:06:23
52.39448813841005, 4.608130357865642, 2016-05-30 22:55:27
51.89107878813361, 4.530956790157867, 2016-06-20 21:58:56
52.39134097345012, 4.895930087466243, 2016-09-03 03:23:32
52.22695405112772, 4.505917088894203, 2018-03-18 11:27:56
52.35312612753201, 5.220453306147034, 2018-04-01 17:12:32
51.95124076412344, 5.976706817345417, 2017-05-28 05:43:00
51.92193595673381, 4.476708596555742, 2016-06-23 13:55:29
51.88270872514708, 4.360409312868586, 2016-04-19 01:05:02
52.04528040513475, 4.482348906954278, 2018-03-28 21:28:52
51.33717501143232, 6.049287583337136, 2016-06-04 20:12:41
51.91845742448479, 4.359163331075117, 2017-03-18 19:28:31
51.9502067162171, 4.25944094006699, 2017-07-21 00:22:53
52.14368233424621, 4.4609279872140455, 2017-06-12 18:27:13
52.08444982988972, 4.764749679944078, 2018-03-03 09:25:17
51.904185711753414, 4.453511478153165, 2016-06-23 06:53:08
52.51043185726876, 6.096832770585108, 2016-11-17 23:33:35
51.90329137225183, 4.478679270489734, 2016-02-07 04:33:50
52.17368757572825, 4.511968088384874, 2018-03-11 00:18:36
50.76418938107118, 5.92617428120906, 2016-06-02 19:00:25
51.49781859180347, 5.313354163959654, 2017-05-20 07:10:28
52.15654590645896, 4.465098027125864, 2016-02-05 22:44:29
52.39189171139753, 4.937314953727421, 2017-07-24 23:20:45
51.648041406557496, 5.950087775779671, 2016-06-03 09:37:28
52.32468984067268, 4.9832473127868475, 2016-02-08 19:39:27
51.57665338594302, 4.761857116321528, 2017-06-01 23:37:09
52.003370268410876, 4.718334890975557, 2016-12-30 13:51:37
52.36261454288713, 6.658318562031682, 2018-05-31 21:49:18
51.7875398446206, 4.6925630119815835, 2017-10-05 18:21:16
51.93599873044727, 4.211329387868038, 2016-06-04 19:03:54
52.08474599388241, 4.344948162904245, 2016-06-24 14:28:12
50.92394939992566, 5.929514129643645, 2016-01-29 19:34:02
52.02882880048884, 5.08990277547785, 2018-03-17 06:56:06
52.49780617312476, 4.943310082534867, 2017-08-14 06:50:34
52.04824282539414, 4.306763090712833, 2017-04-14 17:08:38
51.49196120845472, 3.8814042597402016, 2018-03-04 22:05:25
51.99634334274604, 5.980545781627934, 2017-09-14 16:55:22
52.224962779871014, 5.181977606820612, 2017-01-27 13:40:36
52.422986991432865, 5.004037317392898, 2017-09-09 22:51:23
53.23133268389218, 6.569211217689011, 2018-03-04 23:05:53
